i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i60,i61,i62,i63,i64,i65,i66,i67,Recid,o1,o2,o3
NA,NA,NA,NA,0,0,NA,1,0,0,0,0,0,0,NA,4,4,0,0,3,3,0,0,0,NA,NA,NA,NA,4,4,5,0,0,0,3,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,2,1,NA,NA,4,0,1,1,1,1,NA,0,NA,0,1,0,NA,NA,2185,2,3,NA
NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,4,5,4,3,1,4,0,0,0,NA,NA,1,0,0,0,NA,2,2,NA,NA,NA,1,NA,5,NA,NA,1,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,2186,2,3,NA
NA,NA,0,1,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187,2,3,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,3,4,2,0,0,1,0,NA,NA,NA,NA,0,0,0,1,NA,0,0,NA,NA,3,NA,NA,4,5,NA,1,1,NA,NA,NA,3,NA,NA,1,0,NA,NA,2188,2,3,NA
NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,6,0,0,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,2,3,NA
NA,NA,NA,NA,1,0,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,1,0,0,3,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,5,4,6,4,0,0,5,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2191,2,3,NA
3,NA,1,2,NA,0,2,1,0,NA,0,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,5,5,4,2,1,0,NA,NA,0,0,NA,NA,0,1,0,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192,2,3,NA
3,NA,2,0,0,0,0,0,0,NA,0,1,0,0,1,2,NA,NA,NA,0,2,NA,0,0,NA,NA,NA,NA,4,4,6,4,0,0,5,0,0,0,NA,NA,0,1,0,1,NA,0,2,NA,NA,NA,NA,1,NA,4,NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,NA,2193,2,3,NA
4,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,NA,NA,NA,NA,4,4,5,4,2,2,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194,2,3,NA
3,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,5,NA,4,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,0,2,NA,NA,0,1,NA,5,4,0,NA,NA,0,1,4,0,0,0,1,0,NA,NA,2195,2,3,NA
3,NA,NA,NA,0,NA,NA,0,1,0,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,1,0,0,5,0,NA,NA,NA,NA,0,1,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2196,2,3,NA
3,NA,0,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,5,5,4,NA,NA,4,0,NA,NA,NA,NA,0,0,0,0,NA,NA,6,NA,NA,NA,NA,2,5,4,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,2197,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,5,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,5,5,6,6,NA,NA,7,0,0,0,NA,NA,NA,0,0,0,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2198,2,3,NA
3,NA,2,1,1,1,0,0,0,NA,0,NA,1,0,1,5,4,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,5,4,5,5,NA,NA,6,0,0,0,NA,NA,NA,NA,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199,2,3,NA
3,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,2,3,NA
3,NA,1,3,2,NA,0,0,0,NA,0,NA,0,0,0,1,NA,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,4,NA,6,NA,0,NA,7,NA,0,NA,NA,NA,0,NA,0,0,0,2,2,NA,NA,NA,2,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2201,2,3,NA
NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,0,NA,NA,NA,NA,2,4,4,NA,0,0,NA,1,0,0,0,0,0,0,NA,NA,2202,2,3,NA
NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,5,4,3,2,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,2,5,NA,NA,0,0,NA,0,4,NA,0,0,1,0,NA,NA,2203,2,3,NA
NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,0,NA,3,0,0,0,NA,NA,NA,NA,4,4,5,4,1,2,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,0,NA,NA,0,1,NA,5,4,0,1,0,1,1,3,0,0,0,1,0,NA,NA,2204,2,3,NA
3,NA,NA,NA,2,1,NA,0,0,NA,0,NA,NA,0,NA,4,1,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,4,4,5,2,1,1,4,0,0,0,NA,NA,0,0,0,1,NA,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2,3,NA
3,NA,2,2,2,NA,0,0,0,0,0,0,4,0,1,3,4,NA,NA,2,0,NA,0,0,NA,NA,NA,NA,5,5,6,6,NA,NA,NA,NA,0,0,NA,NA,1,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2206,2,3,NA
3,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,4,5,4,0,1,0,0,0,0,NA,NA,0,1,0,1,0,6,7,NA,NA,0,NA,2,5,6,NA,0,0,NA,NA,3,2,NA,5,1,NA,NA,NA,2207,2,3,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,4,NA,0,NA,4,NA,1,NA,0,NA,NA,1,1,0,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,2,3,NA
2,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,5,4,5,4,2,0,4,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,1,5,NA,NA,1,1,NA,1,4,NA,NA,NA,0,2,NA,NA,2209,2,3,NA
3,NA,3,1,5,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,5,5,3,0,4,1,0,0,0,NA,NA,1,2,0,0,0,1,3,NA,NA,1,2,NA,6,NA,NA,0,0,NA,NA,2,NA,2,NA,0,0,NA,NA,2210,2,3,NA
3,NA,1,1,1,0,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,5,4,2,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,0,6,NA,NA,1,1,2,5,5,0,0,0,0,1,4,3,0,0,0,NA,NA,NA,2211,2,3,NA
3,NA,1,0,1,1,0,0,0,NA,0,NA,0,NA,0,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,4,4,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,1,NA,NA,4,4,0,0,0,0,NA,0,0,0,0,1,NA,NA,NA,2212,2,3,NA
3,NA,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,4,4,4,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,3,NA,NA,1,1,2,5,4,0,NA,0,0,0,2,0,0,0,1,0,NA,NA,2213,2,3,NA
3,NA,1,1,1,0,0,0,0,0,0,0,0,NA,2,3,4,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,6,4,0,0,7,6,0,0,NA,NA,1,1,0,0,0,4,NA,NA,NA,2,2,1,4,4,0,0,NA,0,1,0,0,0,0,0,0,NA,NA,2214,2,3,NA
4,NA,3,2,1,1,0,0,0,NA,0,NA,NA,NA,6,NA,2,0,0,2,1,0,0,0,NA,NA,NA,NA,4,4,4,NA,0,NA,6,NA,0,NA,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,1,2,5,4,0,0,0,0,0,2,0,0,0,0,0,NA,NA,2215,2,3,NA
4,NA,0,2,2,1,0,0,0,NA,0,NA,NA,NA,2,2,0,0,0,2,1,0,0,0,NA,NA,NA,NA,5,4,4,3,0,2,2,0,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,1,2,5,5,0,1,0,0,NA,4,2,0,0,0,0,NA,NA,2216,2,3,NA
3,NA,2,1,0,1,0,0,0,NA,0,NA,0,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,NA,0,0,0,0,0,NA,NA,1,0,0,NA,0,3,3,NA,NA,0,NA,NA,5,4,0,0,0,0,NA,4,0,0,0,0,0,NA,NA,2217,2,3,NA
1,NA,1,0,0,0,0,0,0,NA,0,NA,0,NA,3,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,4,4,4,4,0,0,5,0,0,0,NA,NA,NA,0,1,NA,2,1,3,NA,NA,0,NA,NA,6,NA,0,1,0,0,NA,2,NA,2,NA,0,NA,NA,NA,2218,2,3,NA
3,NA,0,1,1,1,1,0,1,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,4,2,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,2,1,NA,NA,3,1,2,5,4,2,0,0,0,0,2,0,0,0,0,0,NA,NA,2219,2,3,NA
3,NA,0,3,2,1,0,0,0,NA,0,NA,NA,NA,3,1,0,0,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,4,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,1,2,NA,NA,0,1,NA,5,NA,0,0,0,0,0,3,NA,0,NA,0,NA,NA,NA,2220,2,3,NA
3,NA,3,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,5,4,5,2,0,2,3,0,0,0,NA,NA,0,0,0,0,0,2,3,NA,NA,2,1,1,6,5,1,0,0,0,0,5,5,2,0,0,0,NA,NA,2221,2,3,NA
3,NA,1,1,0,0,0,0,0,NA,0,NA,0,NA,2,5,1,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,4,0,0,6,0,0,0,NA,NA,0,0,0,0,0,5,4,NA,NA,1,2,2,5,5,1,0,0,0,0,4,3,0,0,1,1,NA,NA,2222,2,3,NA
4,NA,1,1,1,1,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,4,3,4,3,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,1,4,NA,NA,0,1,2,5,5,0,0,NA,0,0,5,2,0,0,0,0,NA,NA,2223,2,3,NA
3,NA,2,1,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,2,4,4,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,2,4,NA,NA,0,1,2,5,4,0,0,0,0,0,3,0,0,0,1,2,NA,NA,2224,2,3,NA
3,NA,0,1,1,0,0,0,0,NA,0,NA,0,0,0,2,NA,0,1,1,0,0,0,0,NA,NA,NA,NA,5,4,5,2,0,NA,0,0,0,0,NA,NA,1,0,0,NA,0,2,4,NA,NA,0,NA,NA,6,NA,0,0,0,0,0,3,NA,1,NA,0,1,NA,NA,2225,2,3,NA
3,NA,2,0,0,1,0,0,0,NA,0,NA,0,0,0,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,0,0,6,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,0,1,1,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2226,2,3,NA
3,NA,0,2,1,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,5,NA,5,NA,0,NA,0,NA,0,NA,NA,NA,1,1,0,NA,0,1,1,NA,NA,1,1,NA,5,NA,0,1,NA,0,NA,5,NA,0,NA,0,NA,NA,NA,2227,2,3,NA
3,NA,0,0,0,1,0,0,0,NA,0,NA,NA,NA,1,0,1,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,5,2,0,0,NA,NA,0,0,0,NA,0,1,4,NA,NA,0,NA,NA,6,5,0,0,0,0,0,4,4,2,0,0,0,NA,NA,2228,2,3,NA
3,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,1,1,NA,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2229,2,3,NA
3,NA,1,2,0,1,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,3,NA,0,3,0,0,0,NA,NA,1,1,0,NA,0,1,4,NA,NA,NA,NA,2,5,4,NA,NA,0,NA,0,2,0,0,0,NA,1,NA,NA,2230,2,3,NA
4,NA,1,2,2,0,0,0,0,NA,0,NA,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,6,4,0,0,5,0,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,1,2,5,4,0,0,0,0,1,4,0,0,0,0,0,NA,NA,2231,2,3,NA
4,NA,1,1,1,0,0,0,0,NA,0,NA,0,NA,2,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,4,3,5,NA,1,NA,7,0,0,0,NA,NA,0,0,0,NA,0,3,4,NA,NA,0,1,2,6,NA,0,0,0,0,0,3,NA,2,NA,0,NA,NA,NA,2232,2,3,NA
3,NA,0,0,0,1,0,0,0,NA,0,NA,0,NA,0,0,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,4,6,4,0,0,3,0,0,0,NA,NA,1,1,0,NA,0,1,4,NA,NA,2,2,2,5,NA,1,0,0,0,0,4,NA,0,NA,1,0,NA,NA,2233,2,3,NA
3,NA,2,1,0,1,0,0,0,NA,0,NA,0,0,0,0,0,0,1,2,3,0,0,0,NA,NA,NA,NA,4,4,4,NA,0,NA,0,0,0,0,NA,NA,1,0,0,NA,0,3,3,NA,NA,0,1,1,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2234,2,3,NA
3,NA,1,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,2,0,3,0,0,0,NA,NA,NA,NA,4,4,5,5,2,NA,4,0,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,1,1,1,5,4,1,1,0,0,0,5,0,0,0,NA,0,NA,NA,2235,2,3,NA
3,NA,0,2,2,2,0,0,0,NA,0,NA,0,NA,4,6,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,4,4,4,4,0,0,5,0,0,0,NA,NA,0,0,0,NA,NA,3,7,NA,NA,2,1,NA,5,NA,2,0,NA,0,NA,3,NA,0,NA,0,NA,NA,NA,2236,2,3,NA
3,NA,0,1,1,2,0,0,0,NA,0,NA,0,NA,3,2,2,0,4,0,2,0,0,0,NA,NA,NA,NA,5,4,5,4,1,0,5,0,0,NA,NA,NA,0,0,0,NA,0,2,4,NA,NA,2,1,2,5,5,1,0,0,0,0,4,2,0,0,2,1,NA,NA,2237,2,3,NA
3,NA,1,1,1,1,0,0,0,NA,0,NA,0,0,1,1,1,0,2,2,0,0,0,0,NA,NA,NA,NA,6,4,5,3,0,1,3,0,0,0,NA,NA,1,0,0,NA,2,1,3,NA,NA,1,1,1,5,5,0,0,0,0,0,5,2,0,0,0,0,NA,NA,2238,2,3,NA
3,NA,0,1,1,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,NA,NA,NA,NA,5,4,6,4,0,NA,5,0,0,0,NA,NA,1,0,0,NA,0,2,2,NA,NA,NA,NA,1,5,5,NA,0,0,NA,1,4,2,0,0,0,0,NA,NA,2239,2,3,NA
3,NA,0,1,1,1,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,4,0,NA,0,0,0,0,NA,NA,0,0,0,NA,2,2,3,NA,NA,0,1,NA,5,4,0,0,NA,0,NA,4,0,0,0,0,0,NA,NA,2240,2,3,NA
3,NA,1,2,0,1,0,0,0,NA,0,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,2,0,0,5,0,0,0,NA,NA,1,0,0,NA,0,1,3,NA,NA,1,1,2,5,4,0,0,0,0,0,2,0,0,0,0,0,NA,NA,2241,2,3,NA
3,NA,0,2,2,0,0,0,0,NA,0,NA,0,NA,3,4,5,0,0,2,0,0,0,0,NA,NA,NA,NA,5,4,5,3,1,0,6,0,0,0,NA,NA,1,0,0,NA,0,1,7,NA,NA,0,1,2,6,4,0,0,0,0,1,3,0,3,0,0,0,NA,NA,2242,2,3,NA
3,NA,1,1,0,1,0,0,1,NA,0,NA,0,NA,0,0,2,0,0,0,2,0,0,0,NA,NA,NA,NA,4,4,4,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,3,2,NA,NA,1,NA,NA,5,4,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,2243,2,3,NA
3,NA,1,1,2,2,0,0,0,NA,0,NA,0,NA,3,5,3,1,0,2,2,0,0,0,NA,NA,NA,NA,5,4,5,2,0,0,4,0,0,0,NA,NA,0,0,0,NA,0,1,3,NA,NA,0,1,NA,5,NA,1,0,0,0,0,4,NA,0,NA,0,0,NA,NA,2244,2,3,NA
3,NA,0,1,1,NA,0,0,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,3,2,0,0,0,NA,NA,NA,NA,5,5,5,3,0,3,4,0,NA,0,NA,NA,0,0,0,NA,0,NA,2,NA,NA,1,1,1,5,4,0,0,0,0,1,4,0,0,0,0,0,NA,NA,2245,2,3,NA
3,NA,3,1,1,2,0,0,0,NA,0,NA,NA,NA,6,4,0,0,2,0,2,0,0,0,NA,NA,NA,NA,4,NA,5,NA,0,NA,7,NA,0,NA,NA,NA,0,0,0,NA,2,1,2,NA,NA,NA,NA,NA,5,4,NA,0,0,NA,NA,3,0,0,0,0,0,NA,NA,2246,2,3,NA
4,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,2,5,4,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,0,1,NA,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2247,2,3,NA
3,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,4,4,4,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,3,2,NA,NA,3,2,2,5,5,0,0,0,0,0,4,4,0,0,0,0,NA,NA,2248,2,3,NA
3,NA,3,1,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,3,2,0,0,0,NA,NA,NA,NA,4,4,4,3,1,0,3,0,0,0,NA,NA,0,0,0,NA,0,1,1,NA,NA,0,1,1,5,4,0,0,0,0,0,4,0,0,0,0,0,NA,NA,2249,2,3,NA
3,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,1,1,5,4,0,0,0,0,0,3,0,0,0,0,0,NA,NA,2250,2,3,NA
3,NA,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,2,1,0,0,0,0,0,NA,NA,NA,NA,5,5,5,4,0,1,7,0,0,0,NA,NA,0,0,0,NA,0,3,3,NA,NA,2,1,1,5,4,0,0,0,0,1,3,0,0,0,0,0,NA,NA,2251,2,3,NA
3,NA,1,1,1,1,0,0,0,NA,0,NA,0,NA,0,NA,2,0,2,0,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,0,NA,0,0,0,NA,NA,NA,0,NA,0,NA,0,2,1,NA,NA,0,NA,NA,4,NA,0,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,2252,2,3,NA
3,NA,2,2,2,2,0,1,0,NA,0,NA,NA,NA,4,3,4,NA,0,0,2,0,0,0,NA,NA,NA,NA,4,3,5,2,0,0,7,0,0,NA,NA,NA,NA,0,0,NA,0,NA,7,NA,NA,2,1,2,5,4,2,0,0,1,1,4,0,0,0,0,0,NA,NA,2253,2,3,NA
3,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,2,0,0,0,NA,NA,NA,NA,5,4,5,3,0,0,2,0,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,2,NA,5,NA,0,0,0,0,0,4,0,0,0,1,0,NA,NA,2254,2,3,NA
3,NA,2,1,1,1,0,0,0,NA,0,NA,0,NA,2,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,4,NA,2,NA,6,0,0,0,NA,NA,0,0,0,NA,0,2,4,NA,NA,1,1,2,5,4,0,0,0,0,0,4,0,0,0,1,1,NA,NA,2255,2,3,NA
1,NA,0,1,1,0,0,0,0,NA,0,NA,0,NA,2,3,0,0,0,0,3,0,0,0,NA,NA,NA,NA,5,5,5,3,1,3,0,0,0,0,NA,NA,0,0,0,NA,0,1,3,NA,NA,2,1,1,5,4,0,0,0,0,0,4,0,0,0,1,NA,NA,NA,2256,2,3,NA
3,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,4,0,1,0,0,NA,0,NA,NA,0,0,0,NA,2,2,3,NA,NA,NA,1,2,6,4,1,0,0,NA,0,3,0,1,0,3,0,NA,NA,2257,2,3,NA
3,NA,1,1,1,0,0,0,0,NA,0,NA,0,NA,0,6,3,0,0,0,NA,0,0,NA,NA,NA,NA,NA,4,4,5,NA,0,0,4,0,0,0,NA,NA,0,0,0,NA,0,1,2,NA,NA,0,NA,2,4,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,2258,2,3,NA
3,NA,0,2,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,5,4,5,4,0,0,4,0,0,0,NA,NA,0,0,0,NA,0,2,4,NA,NA,0,1,NA,5,NA,0,0,0,0,0,5,NA,0,NA,0,NA,NA,NA,2259,2,3,NA
3,NA,1,2,1,1,0,0,0,NA,0,NA,0,0,1,1,3,0,0,0,2,NA,0,0,NA,NA,NA,NA,5,NA,5,3,0,NA,5,0,NA,NA,NA,NA,0,0,0,NA,0,0,3,NA,NA,0,1,NA,5,NA,0,0,NA,0,NA,4,NA,0,NA,0,NA,NA,NA,2260,2,3,NA
3,NA,0,1,1,1,0,0,0,NA,0,NA,0,NA,0,NA,0,0,1,0,1,0,0,0,NA,NA,NA,NA,4,4,4,4,0,0,4,3,0,0,NA,NA,0,0,0,NA,0,3,4,NA,NA,2,NA,2,5,5,0,0,0,NA,1,5,3,0,0,0,1,NA,NA,2261,2,3,NA
3,NA,0,1,1,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,5,NA,3,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,NA,2,NA,NA,NA,NA,2,1,NA,5,NA,0,0,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,2262,2,3,NA
3,NA,1,0,1,0,1,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,NA,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,1,3,NA,NA,0,1,2,5,NA,0,0,0,0,0,5,NA,0,NA,0,0,NA,NA,2263,2,3,NA
3,NA,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2264,2,3,NA
3,NA,0,2,NA,NA,2,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,5,6,5,3,2,0,NA,NA,0,NA,NA,2,2,0,0,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2265,2,3,NA
